source_id,series_id,year,value,unit,status,scope_note
czso_public_sector_satellite_account_2024,public_financial_corporations_fte,2023,1662,FTE,official,Public financial corporations including the central bank
mf_state_final_account_2024,state_organisational_units,2024,195689,average_employees,official,Central state organisational units including service members soldiers and prosecutors
mf_state_final_account_2024,state_contributory_organisations,2024,291389,average_employees,official,State and state-financed contributory organisations including regional education funded through the state budget
msmt_regional_education_workforce_2024,regional_education_total,2024,301048,FTE,official,All founders and funding sources in regional education
msmt_regional_education_workforce_2024,regional_education_pedagogical,2024,220607,FTE,official,Pedagogical workers in regional education
msmt_regional_education_workforce_2024,regional_education_nonpedagogical,2024,80441,FTE,official,Non-pedagogical workers in regional education
msmt_regional_education_workforce_history_2019,regional_education_total,2015,235149,FTE,official,All founders and funding sources in regional education; rounded from 235149.2
msmt_regional_education_workforce_history_2019,regional_education_pedagogical,2015,163864,FTE,official,Pedagogical workers in regional education; rounded from 163864.1
msmt_regional_education_workforce_history_2019,regional_education_nonpedagogical,2015,71285,FTE,official,Non-pedagogical workers in regional education; rounded from 71285.0
czso_general_government_compensation_2024,compensation_employees_czk_m,2015,397775,CZK_million,official,General government S.13 D.1 compensation of employees
czso_general_government_compensation_2024,compensation_employees_czk_m,2016,419426,CZK_million,official,General government S.13 D.1 compensation of employees
czso_general_government_compensation_2024,compensation_employees_czk_m,2017,461842,CZK_million,official,General government S.13 D.1 compensation of employees
czso_general_government_compensation_2024,compensation_employees_czk_m,2018,520768,CZK_million,official,General government S.13 D.1 compensation of employees
czso_general_government_compensation_2024,compensation_employees_czk_m,2019,575632,CZK_million,official,General government S.13 D.1 compensation of employees
czso_general_government_compensation_2024,compensation_employees_czk_m,2020,633348,CZK_million,official,General government S.13 D.1 compensation of employees
czso_general_government_compensation_2024,compensation_employees_czk_m,2021,676345,CZK_million,official,General government S.13 D.1 compensation of employees
czso_general_government_compensation_2024,compensation_employees_czk_m,2022,690264,CZK_million,official,General government S.13 D.1 compensation of employees
czso_general_government_compensation_2024,compensation_employees_czk_m,2023,738502,CZK_million,official,General government S.13 D.1 compensation of employees
