druh_duchodu_kod,druh_duchodu,pohlavi_kod,pohlavi,referencni_obdobi,vyse_duchodu_kod,vyse_duchodu,pocet_nove_priznanych_duchodu
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I10800T10999,10800-10999,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I11000T11199,11000-11199,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I11200T11399,11200-11399,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I11400T11599,11400-11599,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I11600T11799,11600-11799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I11800T11999,11800-11999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I12000T12199,12000-12199,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I12200T12399,12200-12399,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I12400T12599,12400-12599,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I12600T12799,12600-12799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I12800T12999,12800-12999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I13000T13499,13000-13499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I13500T13999,13500-13999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I14000T14499,14000-14499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I14500T14999,14500-14999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I15000T15499,15000-15499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I15500T15999,15500-15999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I16000T16499,16000-16499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I16500T16999,16500-16999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I17000T17499,17000-17499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I17500T17999,17500-17999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I1T2999,1-2999,48.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I3000T3499,3000-3499,348.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I3500T3999,3500-3999,97.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I4000T4499,4000-4499,82.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I4500T4999,4500-4999,1307.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I5000T5199,5000-5199,321.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I5200T5399,5200-5399,465.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I5400T5599,5400-5599,604.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I5600T5799,5600-5799,689.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I5800T5999,5800-5999,876.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I6000T6199,6000-6199,804.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I6200T6399,6200-6399,608.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I6400T6599,6400-6599,369.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I6600T6799,6600-6799,208.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I6800T6999,6800-6999,113.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I7000T7199,7000-7199,64.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I7200T7399,7200-7399,43.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I7400T7599,7400-7599,29.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I7600T7799,7600-7799,15.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I7800T7999,7800-7999,23.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I8000T8199,8000-8199,8.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I8200T8399,8200-8399,10.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I8400T8599,8400-8599,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I8600T8799,8600-8799,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I8800T8999,8800-8999,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I9000T9199,9000-9199,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I9200T9399,9200-9399,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I9400T9599,9400-9599,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I9600T9799,9600-9799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I9800T9999,9800-9999,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I_GE18000,18000+,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I_T,Celkem,7159.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2015,I_X,Neudáno,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I10000T10199,10000-10199,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I10200T10399,10200-10399,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I10400T10599,10400-10599,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I10600T10799,10600-10799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I10800T10999,10800-10999,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I11000T11199,11000-11199,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I11200T11399,11200-11399,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I11400T11599,11400-11599,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I11600T11799,11600-11799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I11800T11999,11800-11999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I12000T12199,12000-12199,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I12200T12399,12200-12399,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I12400T12599,12400-12599,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I12600T12799,12600-12799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I12800T12999,12800-12999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I13000T13499,13000-13499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I13500T13999,13500-13999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I14000T14499,14000-14499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I14500T14999,14500-14999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I15000T15499,15000-15499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I15500T15999,15500-15999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I16000T16499,16000-16499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I16500T16999,16500-16999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I17000T17499,17000-17499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I17500T17999,17500-17999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I1T2999,1-2999,39.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I3000T3499,3000-3499,340.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I3500T3999,3500-3999,103.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I4000T4499,4000-4499,78.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I4500T4999,4500-4999,1205.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I5000T5199,5000-5199,264.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I5200T5399,5200-5399,406.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I5400T5599,5400-5599,569.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I5600T5799,5600-5799,637.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I5800T5999,5800-5999,796.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I6000T6199,6000-6199,883.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I6200T6399,6200-6399,683.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I6400T6599,6400-6599,500.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I6600T6799,6600-6799,355.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I6800T6999,6800-6999,193.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I7000T7199,7000-7199,93.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I7200T7399,7200-7399,66.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I7400T7599,7400-7599,46.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I7600T7799,7600-7799,25.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I7800T7999,7800-7999,13.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I8000T8199,8000-8199,13.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I8200T8399,8200-8399,10.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I8400T8599,8400-8599,6.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I8600T8799,8600-8799,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I8800T8999,8800-8999,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I9000T9199,9000-9199,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I9200T9399,9200-9399,10.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I9400T9599,9400-9599,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I9600T9799,9600-9799,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I9800T9999,9800-9999,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I_GE18000,18000+,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I_T,Celkem,7357.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2016,I_X,Neudáno,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I10000T10199,10000-10199,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I10200T10399,10200-10399,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I10400T10599,10400-10599,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I10600T10799,10600-10799,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I10800T10999,10800-10999,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I11000T11199,11000-11199,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I11200T11399,11200-11399,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I11400T11599,11400-11599,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I11600T11799,11600-11799,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I11800T11999,11800-11999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I12000T12199,12000-12199,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I12200T12399,12200-12399,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I12400T12599,12400-12599,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I12600T12799,12600-12799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I12800T12999,12800-12999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I13000T13499,13000-13499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I13500T13999,13500-13999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I14000T14499,14000-14499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I14500T14999,14500-14999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I15000T15499,15000-15499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I15500T15999,15500-15999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I16000T16499,16000-16499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I16500T16999,16500-16999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I17000T17499,17000-17499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I17500T17999,17500-17999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I1T2999,1-2999,41.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I3000T3499,3000-3499,303.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I3500T3999,3500-3999,97.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I4000T4499,4000-4499,82.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I4500T4999,4500-4999,73.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I5000T5199,5000-5199,957.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I5200T5399,5200-5399,405.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I5400T5599,5400-5599,348.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I5600T5799,5600-5799,449.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I5800T5999,5800-5999,550.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I6000T6199,6000-6199,682.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I6200T6399,6200-6399,811.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I6400T6599,6400-6599,767.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I6600T6799,6600-6799,577.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I6800T6999,6800-6999,378.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I7000T7199,7000-7199,238.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I7200T7399,7200-7399,146.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I7400T7599,7400-7599,88.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I7600T7799,7600-7799,51.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I7800T7999,7800-7999,22.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I8000T8199,8000-8199,29.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I8200T8399,8200-8399,17.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I8400T8599,8400-8599,16.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I8600T8799,8600-8799,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I8800T8999,8800-8999,6.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I9000T9199,9000-9199,7.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I9200T9399,9200-9399,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I9400T9599,9400-9599,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I9600T9799,9600-9799,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I9800T9999,9800-9999,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I_GE18000,18000+,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I_T,Celkem,7162.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2017,I_X,Neudáno,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I10000T10199,10000-10199,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I10200T10399,10200-10399,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I10400T10599,10400-10599,6.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I10600T10799,10600-10799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I10800T10999,10800-10999,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I11000T11199,11000-11199,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I11200T11399,11200-11399,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I11400T11599,11400-11599,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I11600T11799,11600-11799,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I11800T11999,11800-11999,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I12000T12199,12000-12199,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I12200T12399,12200-12399,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I12400T12599,12400-12599,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I12600T12799,12600-12799,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I12800T12999,12800-12999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I13000T13499,13000-13499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I13500T13999,13500-13999,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I14000T14499,14000-14499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I14500T14999,14500-14999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I15000T15499,15000-15499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I15500T15999,15500-15999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I16000T16499,16000-16499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I16500T16999,16500-16999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I17000T17499,17000-17499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I17500T17999,17500-17999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I1T2999,1-2999,32.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I3000T3499,3000-3499,227.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I3500T3999,3500-3999,108.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I4000T4499,4000-4499,138.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I4500T4999,4500-4999,63.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I5000T5199,5000-5199,43.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I5200T5399,5200-5399,884.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I5400T5599,5400-5599,189.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I5600T5799,5600-5799,249.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I5800T5999,5800-5999,491.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I6000T6199,6000-6199,463.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I6200T6399,6200-6399,486.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I6400T6599,6400-6599,555.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I6600T6799,6600-6799,666.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I6800T6999,6800-6999,586.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I7000T7199,7000-7199,517.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I7200T7399,7200-7399,364.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I7400T7599,7400-7599,253.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I7600T7799,7600-7799,159.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I7800T7999,7800-7999,91.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I8000T8199,8000-8199,68.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I8200T8399,8200-8399,44.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I8400T8599,8400-8599,29.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I8600T8799,8600-8799,19.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I8800T8999,8800-8999,14.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I9000T9199,9000-9199,17.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I9200T9399,9200-9399,10.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I9400T9599,9400-9599,4.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I9600T9799,9600-9799,10.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I9800T9999,9800-9999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I_GE18000,18000+,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I_T,Celkem,6802.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2018,I_X,Neudáno,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I10000T10199,10000-10199,9.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I10200T10399,10200-10399,7.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I10400T10599,10400-10599,6.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I10600T10799,10600-10799,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I10800T10999,10800-10999,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I11000T11199,11000-11199,6.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I11200T11399,11200-11399,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I11400T11599,11400-11599,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I11600T11799,11600-11799,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I11800T11999,11800-11999,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I12000T12199,12000-12199,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I12200T12399,12200-12399,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I12400T12599,12400-12599,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I12600T12799,12600-12799,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I12800T12999,12800-12999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I13000T13499,13000-13499,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I13500T13999,13500-13999,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I14000T14499,14000-14499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I14500T14999,14500-14999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I15000T15499,15000-15499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I15500T15999,15500-15999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I16000T16499,16000-16499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I16500T16999,16500-16999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I17000T17499,17000-17499,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I17500T17999,17500-17999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I1T2999,1-2999,34.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I3000T3499,3000-3499,4.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I3500T3999,3500-3999,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I4000T4499,4000-4499,340.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I4500T4999,4500-4999,111.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I5000T5199,5000-5199,31.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I5200T5399,5200-5399,29.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I5400T5599,5400-5599,40.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I5600T5799,5600-5799,25.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I5800T5999,5800-5999,33.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I6000T6199,6000-6199,858.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I6200T6399,6200-6399,169.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I6400T6599,6400-6599,214.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I6600T6799,6600-6799,448.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I6800T6999,6800-6999,391.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I7000T7199,7000-7199,441.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I7200T7399,7200-7399,503.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I7400T7599,7400-7599,570.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I7600T7799,7600-7799,631.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I7800T7999,7800-7999,523.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I8000T8199,8000-8199,434.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I8200T8399,8200-8399,301.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I8400T8599,8400-8599,228.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I8600T8799,8600-8799,167.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I8800T8999,8800-8999,88.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I9000T9199,9000-9199,75.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I9200T9399,9200-9399,49.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I9400T9599,9400-9599,35.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I9600T9799,9600-9799,19.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I9800T9999,9800-9999,14.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I_GE18000,18000+,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I_T,Celkem,6860.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2019,I_X,Neudáno,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I10000T10499,10000-10499,28.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I10500T10999,10500-10999,14.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I11000T11499,11000-11499,8.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I11500T11999,11500-11999,5.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I12000T12199,12000-12199,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I12200T12399,12200-12399,3.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I12400T12599,12400-12599,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I12600T12799,12600-12799,1.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I12800T12999,12800-12999,2.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I13000T13199,13000-13199,0.0
PK_IP,Invalidní důchod prvního stupně,M,Muž,2020,I13200T13399,13200-13399,1.0
