druh_duchodu_kod,druh_duchodu,pohlavi_kod,pohlavi,referencni_obdobi,prumerna_vyse_duchodu_u_nove_priznanych_duchodu
PK_SR,Starobní důchod SR,M,Muž,2011,0.0
PK_SR,Starobní důchod SR,M,Muž,2012,0.0
PK_SR,Starobní důchod SR,M,Muž,2013,0.0
PK_SR,Starobní důchod SR,M,Muž,2014,0.0
PK_SR,Starobní důchod SR,M,Muž,2015,0.0
PK_SR,Starobní důchod SR,M,Muž,2016,0.0
PK_SR,Starobní důchod SR,M,Muž,2017,0.0
PK_SR,Starobní důchod SR,M,Muž,2018,0.0
PK_SR,Starobní důchod SR,M,Muž,2019,0.0
PK_SR,Starobní důchod SR,M,Muž,2020,0.0
PK_SR,Starobní důchod SR,M,Muž,2021,0.0
PK_SR,Starobní důchod SR,M,Muž,2022,0.0
PK_SR,Starobní důchod SR,M,Muž,2023,0.0
PK_SR,Starobní důchod SR,M,Muž,2024,0.0
PK_SR,Starobní důchod SR,M,Muž,2025,0.0
PK_SR,Starobní důchod SR,T,Celkem,2008,0.0
PK_SR,Starobní důchod SR,T,Celkem,2009,0.0
PK_SR,Starobní důchod SR,T,Celkem,2010,0.0
PK_SR,Starobní důchod SR,T,Celkem,2011,0.0
PK_SR,Starobní důchod SR,T,Celkem,2012,0.0
PK_SR,Starobní důchod SR,T,Celkem,2013,0.0
PK_SR,Starobní důchod SR,T,Celkem,2014,0.0
PK_SR,Starobní důchod SR,T,Celkem,2015,0.0
PK_SR,Starobní důchod SR,T,Celkem,2016,0.0
PK_SR,Starobní důchod SR,T,Celkem,2017,0.0
PK_SR,Starobní důchod SR,T,Celkem,2018,0.0
PK_SR,Starobní důchod SR,T,Celkem,2019,0.0
PK_SR,Starobní důchod SR,T,Celkem,2020,0.0
PK_SR,Starobní důchod SR,T,Celkem,2021,0.0
PK_SR,Starobní důchod SR,T,Celkem,2022,0.0
PK_SR,Starobní důchod SR,T,Celkem,2023,0.0
PK_SR,Starobní důchod SR,T,Celkem,2024,0.0
PK_SR,Starobní důchod SR,T,Celkem,2025,0.0
PK_SRN,Starobní důchod SRN,F,Žena,2008,2659.709183673469397
PK_SRN,Starobní důchod SRN,F,Žena,2009,2760.7647058823531552
PK_SRN,Starobní důchod SRN,F,Žena,2010,3202.0
PK_SRN,Starobní důchod SRN,F,Žena,2011,2874.4375
PK_SRN,Starobní důchod SRN,F,Žena,2012,2828.9560439560441409
PK_SRN,Starobní důchod SRN,F,Žena,2013,2753.1758241758243457
PK_SRN,Starobní důchod SRN,F,Žena,2014,2593.7977528089886619
PK_SRN,Starobní důchod SRN,F,Žena,2015,3230.5783132530118564
PK_SRN,Starobní důchod SRN,F,Žena,2016,3115.3829787234044488
PK_SRN,Starobní důchod SRN,F,Žena,2017,3162.2300000000000182
PK_SRN,Starobní důchod SRN,F,Žena,2018,3557.3069306930692619
PK_SRN,Starobní důchod SRN,F,Žena,2019,4335.90625
PK_SRN,Starobní důchod SRN,F,Žena,2020,4275.9102564102568067
PK_SRN,Starobní důchod SRN,F,Žena,2021,4824.4711538461542659
PK_SRN,Starobní důchod SRN,F,Žena,2022,5457.3125
PK_SRN,Starobní důchod SRN,F,Žena,2023,6717.6420824295000784
PK_SRN,Starobní důchod SRN,F,Žena,2024,7204.4312977099198179
PK_SRN,Starobní důchod SRN,F,Žena,2025,8166.372424722660071
PK_SRN,Starobní důchod SRN,M,Muž,2008,3527.4875000000001819
PK_SRN,Starobní důchod SRN,M,Muž,2009,3667.633802816901607
PK_SRN,Starobní důchod SRN,M,Muž,2010,5220.0
PK_SRN,Starobní důchod SRN,M,Muž,2011,3924.4782608695650197
PK_SRN,Starobní důchod SRN,M,Muž,2012,3376.1081081081078992
PK_SRN,Starobní důchod SRN,M,Muž,2013,3289.1090909090908099
PK_SRN,Starobní důchod SRN,M,Muž,2014,3685.2909090909092811
PK_SRN,Starobní důchod SRN,M,Muž,2015,3694.7283950617284063
PK_SRN,Starobní důchod SRN,M,Muž,2016,3705.2567567567566584
PK_SRN,Starobní důchod SRN,M,Muž,2017,4228.1974522292994152
PK_SRN,Starobní důchod SRN,M,Muž,2018,4723.4932126696830892
PK_SRN,Starobní důchod SRN,M,Muž,2019,5703.721126760563493
PK_SRN,Starobní důchod SRN,M,Muž,2020,6149.6391982182631182
PK_SRN,Starobní důchod SRN,M,Muž,2021,6591.6804915514594541
PK_SRN,Starobní důchod SRN,M,Muž,2022,7500.8542944785303916
PK_SRN,Starobní důchod SRN,M,Muž,2023,8334.4142857142796856
PK_SRN,Starobní důchod SRN,M,Muž,2024,8206.2820809248605656
PK_SRN,Starobní důchod SRN,M,Muž,2025,9183.7614931237694691
PK_SRN,Starobní důchod SRN,T,Celkem,2008,2911.2391304347825098
PK_SRN,Starobní důchod SRN,T,Celkem,2009,2981.2705479452056352
PK_SRN,Starobní důchod SRN,T,Celkem,2010,4297.4857142857144936
PK_SRN,Starobní důchod SRN,T,Celkem,2011,3214.5915492957747119
PK_SRN,Starobní důchod SRN,T,Celkem,2012,2987.1171875
PK_SRN,Starobní důchod SRN,T,Celkem,2013,2955.0684931506848443
PK_SRN,Starobní důchod SRN,T,Celkem,2014,3010.6875
PK_SRN,Starobní důchod SRN,T,Celkem,2015,3459.8231707317072505
PK_SRN,Starobní důchod SRN,T,Celkem,2016,3375.2083333333334849
PK_SRN,Starobní důchod SRN,T,Celkem,2017,3813.424124513618608
PK_SRN,Starobní důchod SRN,T,Celkem,2018,4357.701863354037414
PK_SRN,Starobní důchod SRN,T,Celkem,2019,5341.2360248447203048
PK_SRN,Starobní důchod SRN,T,Celkem,2020,5666.4958677685954171
PK_SRN,Starobní důchod SRN,T,Celkem,2021,6019.1266874350985745
PK_SRN,Starobní důchod SRN,T,Celkem,2022,6828.0833333333303017
PK_SRN,Starobní důchod SRN,T,Celkem,2023,7692.4401378122302049
PK_SRN,Starobní důchod SRN,T,Celkem,2024,7828.3340532757401888
PK_SRN,Starobní důchod SRN,T,Celkem,2025,8749.8008111761992041
PK_ST,Starobní důchod ST,F,Žena,2008,7763.8767493380883025
PK_ST,Starobní důchod ST,F,Žena,2009,8578.4986800217411655
PK_ST,Starobní důchod ST,F,Žena,2010,8804.8733236050302366
PK_ST,Starobní důchod ST,F,Žena,2011,9119.3007186142549472
PK_ST,Starobní důchod ST,F,Žena,2012,8521.7328393135721853
PK_ST,Starobní důchod ST,F,Žena,2013,9302.1288045540804887
PK_ST,Starobní důchod ST,F,Žena,2014,9480.8215432984761719
PK_ST,Starobní důchod ST,F,Žena,2015,9745.9183006535949971
PK_ST,Starobní důchod ST,F,Žena,2016,10094.948748960616285
PK_ST,Starobní důchod ST,F,Žena,2017,10678.201007515071979
PK_ST,Starobní důchod ST,F,Žena,2018,11249.236979405033708
PK_ST,Starobní důchod ST,F,Žena,2019,12686.559172600882448
PK_ST,Starobní důchod ST,F,Žena,2020,14129.669740887131411
PK_ST,Starobní důchod ST,F,Žena,2021,13799.516791385289253
PK_ST,Starobní důchod ST,F,Žena,2022,16822.197374962699541
PK_ST,Starobní důchod ST,F,Žena,2023,15771.742254901999331
PK_ST,Starobní důchod ST,F,Žena,2024,15671.371187063599791
PK_ST,Starobní důchod ST,F,Žena,2025,18286.740256343200599
PK_ST,Starobní důchod ST,M,Muž,2008,9645.427554199250153
PK_ST,Starobní důchod ST,M,Muž,2009,10447.861441567529255
PK_ST,Starobní důchod ST,M,Muž,2010,10667.699541284404404
PK_ST,Starobní důchod ST,M,Muž,2011,10965.158343731696732
PK_ST,Starobní důchod ST,M,Muž,2012,10484.148498910881244
PK_ST,Starobní důchod ST,M,Muž,2013,11046.887939221272973
PK_ST,Starobní důchod ST,M,Muž,2014,11210.998601843024517
PK_ST,Starobní důchod ST,M,Muž,2015,11655.084604096216935
PK_ST,Starobní důchod ST,M,Muž,2016,11909.523005604372884
PK_ST,Starobní důchod ST,M,Muž,2017,12378.168385345998104
PK_ST,Starobní důchod ST,M,Muž,2018,13183.421572185527111
PK_ST,Starobní důchod ST,M,Muž,2019,14729.996079895463481
PK_ST,Starobní důchod ST,M,Muž,2020,16147.293339687834305
PK_ST,Starobní důchod ST,M,Muž,2021,15958.220744283366002
PK_ST,Starobní důchod ST,M,Muž,2022,19353.369629145599902
PK_ST,Starobní důchod ST,M,Muž,2023,16764.107321291299741
PK_ST,Starobní důchod ST,M,Muž,2024,19033.7597471022018
PK_ST,Starobní důchod ST,M,Muž,2025,20083.511552346601093
PK_ST,Starobní důchod ST,T,Celkem,2008,8628.3151361140317022
PK_ST,Starobní důchod ST,T,Celkem,2009,9457.5474682242602285
PK_ST,Starobní důchod ST,T,Celkem,2010,9776.6857446737794817
PK_ST,Starobní důchod ST,T,Celkem,2011,10066.037172002141233
PK_ST,Starobní důchod ST,T,Celkem,2012,9517.2239250540478679
PK_ST,Starobní důchod ST,T,Celkem,2013,10223.475624171651361
PK_ST,Starobní důchod ST,T,Celkem,2014,10377.361621550418931
PK_ST,Starobní důchod ST,T,Celkem,2015,10762.19936827089623
PK_ST,Starobní důchod ST,T,Celkem,2016,11042.352900801965006
PK_ST,Starobní důchod ST,T,Celkem,2017,11611.476703042942972
PK_ST,Starobní důchod ST,T,Celkem,2018,12327.986114484656355
PK_ST,Starobní důchod ST,T,Celkem,2019,13865.016650518535243
PK_ST,Starobní důchod ST,T,Celkem,2020,15241.986797162375296
PK_ST,Starobní důchod ST,T,Celkem,2021,14986.360517666393207
PK_ST,Starobní důchod ST,T,Celkem,2022,18211.793802412699733
PK_ST,Starobní důchod ST,T,Celkem,2023,16272.932841614900099
PK_ST,Starobní důchod ST,T,Celkem,2024,17053.015154795401031
PK_ST,Starobní důchod ST,T,Celkem,2025,19041.640376156501588
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2010,2440.2502986209142364
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2011,2512.611384245602494
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2012,2480.438106407932537
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2013,2548.683286967686854
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2014,2564.5399299672426423
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2015,2559.2730339447612096
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2016,2614.9925753546099259
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2017,2630.1238562091502899
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2018,2742.6099476439790124
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2019,2888.6635700066358368
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2020,3088.291780821917655
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2021,3301.604783375808438
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2022,3860.5019933933199354
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2023,4377.2552102832896708
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2024,4560.5899761877799392
PK_WIDOWERS_S1,Vdovecké důchody celkem,M,Muž,2025,4742.5505234678303168
PK_WIDOWERS_S2,Vdovecké důchody celkem,M,Muž,2008,2322.4669439579683967
PK_WIDOWERS_S2,Vdovecké důchody celkem,M,Muž,2009,2386.0464965397923152
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2010,3303.0697741539793242
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2011,3401.4212050777759941
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2012,3434.7969815855512934
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2013,3474.0597246187976452
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2014,3495.6886900912554665
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2015,3513.8735295132300962
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2016,3549.9027583485776631
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2017,3681.7539371507364194
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2018,3855.0646851277665519
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2019,4157.2198157366819942
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2020,4446.9809697881946704
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2021,4746.7794410871501896
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2022,5512.2950349827196987
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2023,5981.1876570088797962
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2024,6124.7475311949801835
PK_WIDOWS_S1,Vdovské důchody celkem,F,Žena,2025,6250.1424820449401523
PK_WIDOWS_S2,Vdovské důchody celkem,F,Žena,2008,3131.7495560133552317
PK_WIDOWS_S2,Vdovské důchody celkem,F,Žena,2009,3276.6663105032589556
